OSS;MATRICOLA;CODICE_COMPAGNIA;RAGIONE_SOCIALE
4247;A000054919;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
4248;A000054928;A463S;ALLIANZ SOCIETA' PER AZIONI
4249;A000054928;A505S;UNIPOL ASSICURAZIONI S.P.A.
4250;A000054928;D891R;AWP P&C S.A.
4251;A000054995;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
4252;A000054995;A294S;SARA VITA S.P.A.
4253;A000054995;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
4254;A000055037;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
4255;A000055090;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
4256;A000055090;A463S;ALLIANZ SOCIETA' PER AZIONI
4257;A000055090;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
4258;A000055090;D878R;ALLIANZ GLOBAL LIFE DAC
4259;A000055090;D891R;AWP P&C S.A.
4260;A000055090;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
4261;A000055122;A055X;HDI ASSICURAZIONI S.P.A.
4262;A000055124;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
4263;A000055146;A135S;VITTORIA ASSICURAZIONI S.P.A.
4264;A000055159;10400;MERKUR VERSICHERUNG AKTIENGESELLSCHAFT
4265;A000055159;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4266;A000055159;A463S;ALLIANZ SOCIETA' PER AZIONI
4267;A000055159;A484S;TUTELA LEGALE S.P.A.
4268;A000055159;D857R;TIROLER VERSICHERUNG V.A.G
4269;A000055159;D875R;ALLIANZ GLOBAL CORPORATE & SPECIALTY SE
4270;A000055159;D891R;AWP P&C S.A.
4271;A000055159;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
4272;A000055168;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
4273;A000055168;A463S;ALLIANZ SOCIETA' PER AZIONI
4274;A000055168;D878R;ALLIANZ GLOBAL LIFE DAC
4275;A000055168;D891R;AWP P&C S.A.
4276;A000055168;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
4277;A000055168;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
4278;A000055193;A342S;UNISALUTE S.P.A.
4279;A000055193;A505S;UNIPOL ASSICURAZIONI S.P.A.
4280;A000055210;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4281;A000055210;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
4282;A000055210;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4283;A000055210;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
4284;A000055210;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
4285;A000055210;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
4286;A000055210;D969R;ADRIATIC OSIGURANJE D.D.
4287;A000055210;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
4288;A000055228;A055X;HDI ASSICURAZIONI S.P.A.
4289;A000055228;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
4290;A000055228;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4291;A000055228;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
4292;A000055279;A055X;HDI ASSICURAZIONI S.P.A.
4293;A000055279;A339S;CNP VITA ASSICURA S.P.A.
4294;A000055279;A463S;ALLIANZ SOCIETA' PER AZIONI
4295;A000055279;D866R;ZURICH INSURANCE EUROPE AG
4296;A000055279;D891R;AWP P&C S.A.
4297;A000055279;X497R;ZURICH INSURANCE COMPANY LTD
4298;A000055288;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4299;A000055290;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
4300;A000055290;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4301;A000055290;A183S;ITAS VITA S.P.A.
4302;A000055290;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
4303;A000055290;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
4304;A000055291;A044S;GENERALI ITALIA S.P.A.
4305;A000055291;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
4306;A000055291;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4307;A000055298;A472S;CF ASSICURAZIONI S.P.A. - COMPAGNIA DI ASSICURAZIONE PER IL CREDITO E LA FAMIGLIA
4308;A000055298;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
4309;A000055308;A037S;AXA ASSICURAZIONI S.P.A.
4310;A000055308;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4311;A000055308;C399R;INTER PARTNER ASSISTANCE SA
4312;A000055308;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
4313;A000055308;D870R;AXA LIFE EUROPE DAC
4314;A000055315;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
4315;A000055316;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
4316;A000055316;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
4317;A000055340;A037S;AXA ASSICURAZIONI S.P.A.
4318;A000055340;C399R;INTER PARTNER ASSISTANCE SA
4319;A000055340;D870R;AXA LIFE EUROPE DAC
4320;A000055369;A037S;AXA ASSICURAZIONI S.P.A.
4321;A000055369;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4322;A000055369;C399R;INTER PARTNER ASSISTANCE SA
4323;A000055369;D870R;AXA LIFE EUROPE DAC
4324;A000055369;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
4325;A000055369;D962R;XL INSURANCE COMPANY SE
4326;A000055376;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4327;A000055382;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4328;A000055385;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4329;A000055386;A037S;AXA ASSICURAZIONI S.P.A.
4330;A000055386;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4331;A000055386;A484S;TUTELA LEGALE S.P.A.
4332;A000055386;D866R;ZURICH INSURANCE EUROPE AG
4333;A000055387;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4334;A000055407;A135S;VITTORIA ASSICURAZIONI S.P.A.
4335;A000055410;A135S;VITTORIA ASSICURAZIONI S.P.A.
4336;A000055437;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
4337;A000055437;A357S;ASSIMOCO VITA S.P.A. COMPAGNIA DI ASSICURAZIONE SULLA VITA
4338;A000055474;A135S;VITTORIA ASSICURAZIONI S.P.A.
4339;A000055476;A044S;GENERALI ITALIA S.P.A.
4340;A000055476;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4341;A000055491;A342S;UNISALUTE S.P.A.
4342;A000055491;A505S;UNIPOL ASSICURAZIONI S.P.A.
4343;A000055500;A037S;AXA ASSICURAZIONI S.P.A.
4344;A000055500;D870R;AXA LIFE EUROPE DAC
4345;A000055500;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
4346;A000055506;A037S;AXA ASSICURAZIONI S.P.A.
4347;A000055506;A463S;ALLIANZ SOCIETA' PER AZIONI
4348;A000055506;A484S;TUTELA LEGALE S.P.A.
4349;A000055506;D878R;ALLIANZ GLOBAL LIFE DAC
4350;A000055506;D891R;AWP P&C S.A.
4351;A000055506;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
4352;A000055525;A342S;UNISALUTE S.P.A.
4353;A000055525;A505S;UNIPOL ASSICURAZIONI S.P.A.
4354;A000055539;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4355;A000055539;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
4356;A000055541;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4357;A000055541;A398S;IMA ITALIA ASSISTANCE S.P.A.
4358;A000055541;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
4359;A000055541;C399R;INTER PARTNER ASSISTANCE SA
4360;A000055541;D891R;AWP P&C S.A.
4361;A000055551;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4362;A000055551;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4363;A000055551;A463S;ALLIANZ SOCIETA' PER AZIONI
4364;A000055551;A505S;UNIPOL ASSICURAZIONI S.P.A.
4365;A000055551;C399R;INTER PARTNER ASSISTANCE SA
4366;A000055551;D891R;AWP P&C S.A.
4367;A000055554;A342S;UNISALUTE S.P.A.
4368;A000055554;A505S;UNIPOL ASSICURAZIONI S.P.A.
4369;A000055556;41056;AGRAM LIFE OSIGURANJE DD
4370;A000055556;D969R;ADRIATIC OSIGURANJE D.D.
4371;A000055557;A055X;HDI ASSICURAZIONI S.P.A.
4372;A000055557;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
4373;A000055557;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
4374;A000055557;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
4375;A000055576;A037S;AXA ASSICURAZIONI S.P.A.
4376;A000055576;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4377;A000055576;C399R;INTER PARTNER ASSISTANCE SA
4378;A000055576;D870R;AXA LIFE EUROPE DAC
4379;A000055592;A342S;UNISALUTE S.P.A.
4380;A000055592;A505S;UNIPOL ASSICURAZIONI S.P.A.
4381;A000055609;A342S;UNISALUTE S.P.A.
4382;A000055609;A505S;UNIPOL ASSICURAZIONI S.P.A.
4383;A000055633;A055X;HDI ASSICURAZIONI S.P.A.
4384;A000055633;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
4385;A000055633;A458S;SACE BT S.P.A.
4386;A000055633;A463S;ALLIANZ SOCIETA' PER AZIONI
4387;A000055633;A492S;S2C S.P.A. COMPAGNIA DI ASSICURAZIONI DI CREDITI E CAUZIONI
4388;A000055633;D866R;ZURICH INSURANCE EUROPE AG
4389;A000055633;X497R;ZURICH INSURANCE COMPANY LTD
4390;A000055650;A044S;GENERALI ITALIA S.P.A.
4391;A000055650;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4392;A000055690;D908R;COMPAGNIE FRANÇAISE D'ASSURANCE POUR LE COMMERCE EXTÉRIEUR S.A. (COFACE)
4393;A000055696;A077S;ZURICH INVESTMENTS LIFE S.P.A.
4394;A000055696;D866R;ZURICH INSURANCE EUROPE AG
4395;A000055696;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
4396;A000055696;X497R;ZURICH INSURANCE COMPANY LTD
4397;A000055733;A044S;GENERALI ITALIA S.P.A.
4398;A000055733;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
4399;A000055733;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4400;A000055747;A044S;GENERALI ITALIA S.P.A.
4401;A000055771;A055X;HDI ASSICURAZIONI S.P.A.
4402;A000055771;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
4403;A000055771;D969R;ADRIATIC OSIGURANJE D.D.
4404;A000055779;A055X;HDI ASSICURAZIONI S.P.A.
4405;A000055779;A478S;AMTRUST ASSICURAZIONI S.P.A.
4406;A000055779;C218R;HDI GLOBAL SE
4407;A000055779;D924R;HDI GLOBAL SPECIALTY SE
4408;A000055815;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4409;A000055815;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
4410;A000055815;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
4411;A000055815;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
4412;A000055870;A342S;UNISALUTE S.P.A.
4413;A000055870;A505S;UNIPOL ASSICURAZIONI S.P.A.
4414;A000055916;A463S;ALLIANZ SOCIETA' PER AZIONI
4415;A000055916;A505S;UNIPOL ASSICURAZIONI S.P.A.
4416;A000055916;D891R;AWP P&C S.A.
4417;A000055957;A077S;ZURICH INVESTMENTS LIFE S.P.A.
4418;A000055957;D866R;ZURICH INSURANCE EUROPE AG
4419;A000055957;X497R;ZURICH INSURANCE COMPANY LTD
4420;A000055980;A055X;HDI ASSICURAZIONI S.P.A.
4421;A000055980;A339S;CNP VITA ASSICURA S.P.A.
4422;A000055980;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4423;A000055980;A463S;ALLIANZ SOCIETA' PER AZIONI
4424;A000055991;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
4425;A000055991;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
4426;A000056057;A135S;VITTORIA ASSICURAZIONI S.P.A.
4427;A000056069;A044S;GENERALI ITALIA S.P.A.
4428;A000056069;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
4429;A000056069;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4430;A000056112;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
4431;A000056112;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
4432;A000056133;A055X;HDI ASSICURAZIONI S.P.A.
4433;A000056133;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
4434;A000056183;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
4435;A000056183;A480S;REVO INSURANCE S.P.A.
4436;A000056186;A342S;UNISALUTE S.P.A.
4437;A000056186;A505S;UNIPOL ASSICURAZIONI S.P.A.
4438;A000056257;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
4439;A000056257;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4440;A000056262;A055X;HDI ASSICURAZIONI S.P.A.
4441;A000056262;A213S;ATHORA ITALIA S.P.A.
4442;A000056305;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
4443;A000056305;A484S;TUTELA LEGALE S.P.A.
4444;A000056307;D900R;EULER HERMES SA/NV (ALLIANZ TRADE)
4445;A000056331;A055X;HDI ASSICURAZIONI S.P.A.
4446;A000056331;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4447;A000056331;A213S;ATHORA ITALIA S.P.A.
4448;A000056331;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4449;A000056331;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
4450;A000056331;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
4451;A000056381;A135S;VITTORIA ASSICURAZIONI S.P.A.
4452;A000056393;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
4453;A000056393;A294S;SARA VITA S.P.A.
4454;A000056417;A044S;GENERALI ITALIA S.P.A.
4455;A000056444;A055X;HDI ASSICURAZIONI S.P.A.
4456;A000056444;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
4457;A000056444;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4458;A000056444;A213S;ATHORA ITALIA S.P.A.
4459;A000056444;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
4460;A000056444;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4461;A000056444;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
4462;A000056444;A439S;NET INSURANCE S.P.A.
4463;A000056444;A463S;ALLIANZ SOCIETA' PER AZIONI
4464;A000056444;A478S;AMTRUST ASSICURAZIONI S.P.A.
4465;A000056444;A480S;REVO INSURANCE S.P.A.
4466;A000056444;A499S;QUIXA ASSICURAZIONI S.P.A.
4467;A000056444;C218R;HDI GLOBAL SE
4468;A000056444;D840R;MAPFRE ASISTENCIA, COMPAÑIA INTERNATIONAL DE SEGUROS Y REASEGUROS, S.A.
4469;A000056444;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
4470;A000056444;D924R;HDI GLOBAL SPECIALTY SE
4471;A000056444;D952R;LLOYD'S INSURANCE COMPANY SA
4472;A000056444;D969R;ADRIATIC OSIGURANJE D.D.
4473;A000056476;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
4474;A000056476;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
4475;A000056476;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
4476;A000056476;A357S;ASSIMOCO VITA S.P.A. COMPAGNIA DI ASSICURAZIONE SULLA VITA
4477;A000056476;D811R;R+V ALLGEMEINE VERSICHERUNG AG
4478;A000056476;D846R;VEREINIGTE HAGELVERSICHERUNG VVAG
4479;A000056485;A056M;ITAS - ISTITUTO TRENTINO-ALTO ADIGE PER ASSICURAZIONI SOCIETA' MUTUA DI ASSICURAZIONI
4480;A000056485;A152M;VHV ITALIA ASSICURAZIONI S.P.A.
4481;A000056485;A183S;ITAS VITA S.P.A.
4482;A000056600;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4483;A000056600;A339S;CNP VITA ASSICURA S.P.A.
4484;A000056600;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4485;A000056600;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
4486;A000056600;A463S;ALLIANZ SOCIETA' PER AZIONI
4487;A000056600;C399R;INTER PARTNER ASSISTANCE SA
4488;A000056600;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
4489;A000056600;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
4490;A000056606;A226S;SLP - ASSICURAZIONI SPESE LEGALI PERITALI E RISCHI ACCESSORI S.P.A.
4491;A000056677;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
4492;A000056677;A294S;SARA VITA S.P.A.
4493;A000056700;A463S;ALLIANZ SOCIETA' PER AZIONI
4494;A000056700;D878R;ALLIANZ GLOBAL LIFE DAC
4495;A000056700;D956R;ALLIANZ LEBENSVERSICHERUNGS-AG
4496;A000056711;A044S;GENERALI ITALIA S.P.A.
4497;A000056748;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
4498;A000056748;A337S;NOBIS VITA S.P.A.
4499;A000056748;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
4500;A000056761;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
4501;A000056772;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
4502;A000056792;A055X;HDI ASSICURAZIONI S.P.A.
4503;A000056805;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
4504;A000056805;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4505;A000056816;A044S;GENERALI ITALIA S.P.A.
4506;A000056816;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4507;A000056866;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4508;A000056866;A395S;GLOBAL ASSISTANCE COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4509;A000056866;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
4510;A000056880;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4511;A000056880;A505S;UNIPOL ASSICURAZIONI S.P.A.
4512;A000056882;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
4513;A000056882;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
4514;A000056882;D911R;METLIFE EUROPE DESIGNATED ACTIVITY COMPANY
4515;A000056908;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
4516;A000056908;A294S;SARA VITA S.P.A.
4517;A000056913;A342S;UNISALUTE S.P.A.
4518;A000056913;A505S;UNIPOL ASSICURAZIONI S.P.A.
4519;A000056944;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
4520;A000056944;A357S;ASSIMOCO VITA S.P.A. COMPAGNIA DI ASSICURAZIONE SULLA VITA
4521;A000056957;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
4522;A000056957;A294S;SARA VITA S.P.A.
4523;A000056964;A044S;GENERALI ITALIA S.P.A.
4524;A000056966;A037S;AXA ASSICURAZIONI S.P.A.
4525;A000056966;C399R;INTER PARTNER ASSISTANCE SA
4526;A000056966;D870R;AXA LIFE EUROPE DAC
4527;A000056966;D909R;ARAG SE RAPPRESENTANZA GENERALE E DIREZIONE PER L'ITALIA
4528;A000056972;A123M;SOCIETA' REALE MUTUA DI ASSICURAZIONI
4529;A000056972;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4530;A000056972;A484S;TUTELA LEGALE S.P.A.
4531;A000056972;D952R;LLOYD'S INSURANCE COMPANY SA
4532;A000057014;A037S;AXA ASSICURAZIONI S.P.A.
4533;A000057014;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
4534;A000057014;C399R;INTER PARTNER ASSISTANCE SA
4535;A000057018;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
4536;A000057018;A294S;SARA VITA S.P.A.
4537;A000057035;A327S;ASSICURATRICE MILANESE SPA - COMPAGNIA DI ASSICURAZIONI
4538;A000057035;A463S;ALLIANZ SOCIETA' PER AZIONI
4539;A000057035;D878R;ALLIANZ GLOBAL LIFE DAC
4540;A000057035;D891R;AWP P&C S.A.
4541;A000057062;A044S;GENERALI ITALIA S.P.A.
4542;A000057062;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4543;A000057099;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
4544;A000057099;A294S;SARA VITA S.P.A.
4545;A000057145;A044S;GENERALI ITALIA S.P.A.
4546;A000057145;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
4547;A000057145;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4548;A000057148;A055X;HDI ASSICURAZIONI S.P.A.
4549;A000057148;A071S;ALLIANZ DIRECT SOCIETÀ PER AZIONI
4550;A000057148;A213S;ATHORA ITALIA S.P.A.
4551;A000057158;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
4552;A000057193;A044S;GENERALI ITALIA S.P.A.
4553;A000057293;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4554;A000057293;A339S;CNP VITA ASSICURA S.P.A.
4555;A000057293;A450S;HELVETIA VITA COMPAGNIA ITALO-SVIZZERA DI ASSICURAZIONI SULLA VITA S.P.A.
4556;A000057293;A463S;ALLIANZ SOCIETA' PER AZIONI
4557;A000057293;X051R;HELVETIA COMPAGNIA SVIZZERA D'ASSICURAZIONI S.A.
4558;A000057316;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
4559;A000057316;A400S;NOBIS COMPAGNIA DI ASSICURAZIONI S.P.A.
4560;A000057316;A484S;TUTELA LEGALE S.P.A.
4561;A000057326;A339S;CNP VITA ASSICURA S.P.A.
4562;A000057326;A463S;ALLIANZ SOCIETA' PER AZIONI
4563;A000057340;A044S;GENERALI ITALIA S.P.A.
4564;A000057340;A142S;D.A.S. DIFESA AUTOMOBILISTICA SINISTRI - S.P.A. DI ASSICURAZIONE
4565;A000057340;A390S;EUROP ASSISTANCE ITALIA S.P.A.
4566;A000057355;A044S;GENERALI ITALIA S.P.A.
4567;A000057355;A113C;GENERTEL S.P.A.
4568;A000057361;A077S;ZURICH INVESTMENTS LIFE S.P.A.
4569;A000057361;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
4570;A000057361;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4571;A000057361;A254S;ASSIMOCO S.P.A. COMPAGNIA DI ASSICURAZIONI E RIASSICURAZIONI - MOVIMENTO COOPERATIVO
4572;A000057361;A357S;ASSIMOCO VITA S.P.A. COMPAGNIA DI ASSICURAZIONE SULLA VITA
4573;A000057361;D866R;ZURICH INSURANCE EUROPE AG
4574;A000057361;D980R;GAMALIFE COMPANHIA DE SEGUROS DE VIDA, SA
4575;A000057361;X497R;ZURICH INSURANCE COMPANY LTD
4576;A000057384;A058S;COMPAGNIA ITALIANA DI PREVIDENZA, ASSICURAZIONI E RIASSICURAZIONI S.P.A.
4577;A000057384;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
4578;A000057408;A135S;VITTORIA ASSICURAZIONI S.P.A.
4579;A000057437;A055X;HDI ASSICURAZIONI S.P.A.
4580;A000057437;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4581;A000057437;A498S;BENE ASSICURAZIONI S.P.A. SOCIETÀ BENEFIT
4582;A000057520;A105S;SARA ASSICURAZIONI S.P.A. ASSICURATRICE UFFICIALE DELL'AUTOMOBILE CLUB D'ITALIA
4583;A000057520;A294S;SARA VITA S.P.A.
4584;A000057547;A095S;GROUPAMA ASSICURAZIONI SOCIETA' PER AZIONI
4585;A000057598;A037S;AXA ASSICURAZIONI S.P.A.
4586;A000057598;A127S;UCA - ASSICURAZIONE SPESE LEGALI E PERITALI S.P.A.
4587;A000057598;C399R;INTER PARTNER ASSISTANCE SA
4588;A000057598;D870R;AXA LIFE EUROPE DAC
4589;A000057608;A135S;VITTORIA ASSICURAZIONI S.P.A.
4590;A000057625;A044S;GENERALI ITALIA S.P.A.
